,Risk Factors,Score
5736,Metatropic dysplasia,0.0027581751346588135
5737,lung disease,0.002757847309112549
5738,pulmonary tuberculosis,0.0027572810649871826
5739,sensory system cancer,0.0027540624141693115
5740,Classical homocystinuria,0.0027507543563842773
5741,benign monoclonal gammopathy,0.002746105194091797
5742,congenital anomaly of the great veins,0.002746015787124634
5743,Gastric Mucosa-Associated Lymphoid Tissue Lymphoma,0.002745121717453003
5744,22q11.2 deletion syndrome,0.0027446746826171875
5745,Metaphyseal dysplasia - maxillary hypoplasia - brachydacty,0.0027437210083007812
5746,Palpebral sebaceous gland tumor,0.0027418434619903564
5747,Thanatophoric dysplasia,0.002741307020187378
5748,Lipoatrophy,0.0027396976947784424
5749,benign neoplasm of adrenal gland,0.002739638090133667
5750,ototoxicity,0.0027366578578948975
5751,Haddad syndrome,0.0027351081371307373
5752,Syndromic cataract,0.002734839916229248
5753,dysplastic nevus,0.0027348101139068604
5754,Hidradenocarcinoma,0.0027321279048919678
5755,thrombotic disorder due to an acquired platelet anomaly,0.0027302801609039307
5756,Pyruvate dehydrogenase E2 deficiency,0.00272291898727417
5757,Stapes ankylosis with broad thumbs and toes,0.002721846103668213
5758,Watson syndrome,0.0027207136154174805
5759,spindle cell tumor,0.002717316150665283
5760,American trypanosomiasis,0.00271722674369812
5761,Autosomal recessive early-onset inflammatory bowel disease,0.0027170181274414062
5762,vitreous disease,0.002715468406677246
5763,Mitochondrial neurogastrointestinal encephalomyopathy,0.0027130544185638428
5764,Mowat-Wilson syndrome,0.002707928419113159
5765,Lateral meningocele syndrome,0.002704441547393799
5766,mesothelioma,0.0027019083499908447
5767,tick-borne infectious disease,0.002701699733734131
5768,Syndrome with a symptomatic strabismus,0.0027012526988983154
5769,wheezing,0.0027006566524505615
5770,cycloplegia,0.0027003884315490723
5771,uterovaginal malformation,0.0026988685131073
5772,Metaphyseal acroscyphodysplasia,0.002697765827178955
5773,Pulmonary arterial hypertension associated with another disease,0.002697587013244629
5774,Nestor-Guillermo progeria syndrome,0.002697199583053589
5775,Disorder of carbohydrate absorption and transport,0.0026965737342834473
5776,Punctate palmoplantar keratoderma,0.0026961565017700195
5777,hereditary ataxia,0.0026956796646118164
5778,eccrine sweat gland neoplasm,0.0026953816413879395
5779,Hermansky-Pudlak syndrome with neutropenia,0.002694249153137207
5780,Plasmodium vivax malaria,0.0026938319206237793
5781,Craniopharyngioma,0.0026936233043670654
5782,"Rare genetic palpebral, lacrimal system and conjunctival disease",0.002686619758605957
5783,retinal detachment,0.002686023712158203
5784,Abnormality of cardiovascular system electrophysiology,0.0026856958866119385
5785,Maternally-inherited progressive external ophthalmoplegia,0.002684950828552246
5786,polycystic liver disease 4 with or without kidney cysts,0.002679169178009033
5787,Friedreich ataxia,0.0026734769344329834
5788,megalencephaly (disease),0.002672135829925537
5789,spermatocytic seminoma,0.0026695430278778076
5790,common wart,0.0026694536209106445
5791,Disorder of branched-chain amino acid metabolism,0.002665311098098755
5792,NPHP3-related Meckel-like syndrome,0.0026604831218719482
5793,metabolic process,0.002658933401107788
5794,Glycogen storage disease due to phosphoglycerate mutase deficiency,0.0026563704013824463
5795,X-linked cerebellar ataxia,0.0026553869247436523
5796,Progressive encephalopathy,0.00265347957611084
5797,vulvitis,0.0026526451110839844
5798,vertigo,0.0026525557041168213
5799,thyroid nodule,0.0026488900184631348
5800,chronic rhinosinusitis without nasal polyps,0.0026473402976989746
5801,Lattice corneal dystrophy type I,0.002644747495651245
5802,ureteral neoplasm,0.0026413798332214355
5803,Grant syndrome,0.0026396214962005615
5804,NAD-dependent protein deacetylase sirtuin-2 measurement,0.0026292502880096436
5805,eye accommodation disease,0.0026286542415618896
5806,croup,0.0026261508464813232
5807,Disease with potential neoplastic degeneration associated with ocular features,0.002623438835144043
5808,Waardenburg syndrome type 2,0.002619534730911255
5809,circadian rhythm sleep disorder,0.0026175081729888916
5810,systemic lupus erythematosus,0.0026153624057769775
5811,acute basophilic leukemia,0.0026120245456695557
5812,Congenital entropion,0.0026092827320098877
5813,Enterovirus infectious disease,0.0026090145111083984
5814,Multiple epiphyseal dysplasia,0.0026079118251800537
5815,Hemophilia,0.0026076436042785645
5816,Dysplasia of Larynx,0.0026064813137054443
5817,Spastic paraplegia-optic atrophy-neuropathy syndrome,0.0026017725467681885
5818,papillary thyroid carcinoma,0.0026002228260040283
5819,Sarcoidosis,0.0025994479656219482
5820,blood sedimentation,0.0025986135005950928
5821,Gardner syndrome,0.002597898244857788
5822,Syndromic ichthyosis associated with ocular features,0.0025959908962249756
5823,bone sarcoma,0.0025956332683563232
5824,chromophobe renal cell carcinoma,0.0025949478149414062
5825,Abnormality of the dentition,0.002594500780105591
5826,meningitis (disease),0.0025930702686309814
5827,PEHO-like syndrome,0.0025876760482788086
5828,"Hyperchlorhidrosis, isolated",0.0025867223739624023
5829,epithelial and subepithelial corneal dystrophy,0.0025858283042907715
5830,Leukoencephalopathy,0.00258558988571167
5831,ACTH-producing pituitary gland neoplasm,0.0025846660137176514
5832,Dacryocystitis - osteopoikilosis,0.0025842487812042236
5833,Lethal encephalopathy due to mitochondrial and peroxisomal fission defect,0.0025830864906311035
5834,Rare odontal or periodontal disorder,0.0025826990604400635
5835,familial amyotrophic lateral sclerosis,0.0025808513164520264
5836,breast hyperplasia,0.0025799572467803955
5837,Abnormality of the nail,0.002578228712081909
5838,well-differentiated liposarcoma,0.00257796049118042
5839,Familial expansile osteolysis,0.002571672201156616
5840,hyperthyroxinemia,0.0025712251663208008
5841,Pigmentation disorder with eye involvement,0.0025701522827148438
5842,Tracheal neoplasm,0.0025682151317596436
5843,methylmalonic acidemia,0.002566784620285034
5844,optic pathway glioma,0.002565354108810425
5845,Osteoporosis - pseudoglioma,0.0025644302368164062
5846,acute myeloblastic leukemia with maturation,0.002563953399658203
5847,pulmonary arterial hypertension,0.002562284469604492
5848,aggressive primary cutaneous B-cell lymphoma,0.002558410167694092
5849,spinal cord neoplasm,0.0025578439235687256
5850,Orofaciodigital syndrome,0.002554982900619507
5851,alcohol-related disorders,0.0025542080402374268
5852,breast size,0.0025516748428344727
5853,Pigmented palpebral tumor,0.002551555633544922
5854,Late infantile CACH syndrome,0.0025501549243927
5855,sideroblastic anemia,0.0025480985641479492
5856,Achondrogenesis type 1A,0.002544581890106201
5857,colorectal adenocarcinoma,0.0025434792041778564
5858,rare epithelial tumor of pancreas,0.0025430023670196533
5859,Isolated congenital microcephaly,0.002542734146118164
5860,CADDS,0.0025423765182495117
5861,3q26 microduplication syndrome,0.0025346577167510986
5862,pseudohypoparathyroidism with Albright hereditary osteodystrophy,0.0025343894958496094
5863,Erdheim-Chester disease,0.002534329891204834
5864,Japanese encephalitis,0.002531588077545166
5865,Radial hypoplasia - triphalangeal thumbs - hypospadias - maxillary diastema,0.0025298595428466797
5866,"endometrial endometrioid adenocarcinoma, variant with squamous differentiation",0.0025291144847869873
5867,Anhidrotic ectodermal dysplasia - immunodeficiency - osteopetrosis - lymphedema,0.002524465322494507
5868,IgG isotype profile measurement,0.002524256706237793
5869,Genetic epidermal appendage anomaly,0.0025222599506378174
5870,chronic leukemia,0.0025219321250915527
5871,chronic lymphocytic leukemia,0.002511262893676758
5872,dysembryoplastic neuroepithelial tumor,0.002509176731109619
5873,single-organism process,0.002508997917175293
5874,glycosylphosphatidylinositol biosynthesis defect 15,0.0025088489055633545
5875,"Larsen-like syndrome, B3GAT3 type",0.002508223056793213
5876,Verloove Vanhorick-Brubakk syndrome,0.0025033652782440186
5877,radiation-induced disorder,0.0025025010108947754
5878,Premature ovarian insufficiency,0.00250244140625
5879,Biotinidase deficiency,0.002499520778656006
5880,GM2 gangliosidosis,0.002499312162399292
5881,"heterotaxy, visceral, x-linked",0.002497255802154541
5882,uvea neoplasm,0.0024924278259277344
5883,acute myeloblastic leukemia without maturation,0.002492249011993408
5884,Acatalasemia,0.0024878084659576416
5885,small intestine neuroendocrine tumor,0.0024875998497009277
5886,vitamin B12 deficiency,0.0024823248386383057
5887,Ectodermal dysplasia - cutaneous syndactyly syndrome,0.002478271722793579
5888,Yersinia pseudotuberculosis infectious disease,0.0024729371070861816
5889,Autosomal dominant Robinow syndrome,0.0024711191654205322
5890,Qualitative or quantitative defects of emerin,0.0024704933166503906
5891,tubular adenoma,0.0024702250957489014
5892,Thyroid preparation use measurement,0.0024694502353668213
5893,Spinocerebellar ataxia type 11,0.002468496561050415
5894,Geroderma osteodysplastica,0.0024671554565429688
5895,Childhood-onset hypophosphatasia,0.0024653077125549316
5896,"Ehlers-Danlos syndrome, musculocontractural type",0.002464115619659424
5897,Marden-Walker syndrome,0.0024618804454803467
5898,perceived unattractiveness to mosquitos measurement,0.0024609267711639404
5899,"46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency",0.0024593472480773926
5900,telomere length,0.0024574697017669678
5901,focal dystonia,0.0024548470973968506
5902,Pseudoachondroplasia,0.0024538040161132812
5903,optic disc area measurement,0.002452641725540161
5904,Epicanthal fold,0.0024524927139282227
5905,Antley-Bixler syndrome,0.002451777458190918
5906,soluble triggering receptor expressed on myeloid cells 2 measurement,0.0024480223655700684
5907,cardiac amyloidosis,0.0024455487728118896
5908,Wolcott-Rallison syndrome,0.00244101881980896
5909,Autosomal recessive spastic ataxia with leukoencephalopathy,0.002440899610519409
5910,Syndromic epicanthus,0.0024387240409851074
5911,Rare cataract,0.002437770366668701
5912,middle cerebral artery infarction,0.0024362504482269287
5913,Syndactyly type 3,0.002433270215988159
5914,Genetic hypopigmentation of the skin,0.0024330615997314453
5915,polyuria,0.0024295151233673096
5916,pseudohermaphroditism,0.002428799867630005
5917,spleen cancer,0.0024278461933135986
5918,Microphthalmia with limb anomalies,0.002427428960800171
5919,Orthomyxoviridae infectious disease,0.0024255216121673584
5920,Borderline Ovarian Serous Tumor,0.002421736717224121
5921,Intraductal Breast Papilloma,0.0024216771125793457
5922,poisoning,0.0024192631244659424
5923,Breast Diffuse Large B-Cell Lymphoma,0.00241890549659729
5924,lens disease,0.0024167299270629883
5925,Acromelic dysplasia,0.002415001392364502
5926,pigmented villonodular synovitis,0.0024101436138153076
5927,wrist fracture,0.002410024404525757
5928,brainstem cancer,0.0024085938930511475
5929,"gastric neuroendocrine tumor, well differentiated, low or intermediate grade",0.0024071335792541504
5930,Central congenital hypothyroidism,0.0024069547653198242
5931,Genetic syndromic esophageal malformation,0.0024019181728363037
5932,Disorder of protein O-glycosylation,0.0024010539054870605
5933,Thickened earlobes - conductive deafness,0.0023989975452423096
5934,DK1-CDG,0.002397984266281128
5935,Secondary ectropion,0.0023970305919647217
5936,Progressive deafness with stapes fixation,0.002390235662460327
5937,microcephaly (disease),0.0023891329765319824
5938,Cardiospondylocarpofacial syndrome,0.002387493848800659
5939,cicatricial alopecia,0.002380937337875366
5940,primary Bacillaceae infectious disease,0.0023766756057739258
5941,thymus cancer,0.0023738741874694824
5942,Mixed Cell Uveal Melanoma,0.0023691654205322266
5943,meibomian cyst,0.0023665428161621094
5944,Pulmonary arterial hypertension associated with congenital heart disease,0.002360910177230835
5945,corneal topography,0.0023598670959472656
5946,Rare otorhinolaryngological malformation,0.002358943223953247
5947,prolactin producing pituitary tumor,0.0023557841777801514
5948,benign perivascular tumor,0.0023553967475891113
5949,Rare genetic bone disease,0.0023515820503234863
5950,Hodgkins lymphoma,0.0023471713066101074
5951,alcoholic liver cirrhosis,0.0023419559001922607
5952,Adult-onset autosomal recessive cerebellar ataxia,0.0023401975631713867
5953,heart injury,0.0023398995399475098
5954,sleepiness,0.002337634563446045
5955,CLN13 disease,0.002335786819458008
5956,Dysostosis with predominant vertebral and costal involvement,0.0023354291915893555
5957,Parathyroid Hyperplasia,0.00233343243598938
5958,eosinophilic pneumonia,0.002332836389541626
5959,bone chondrosarcoma,0.002331942319869995
5960,Rubinstein-Taybi syndrome due to CREBBP mutations,0.002327650785446167
5961,leukostasis,0.002326756715774536
5962,infantile epileptic encephalopathy,0.0023266971111297607
5963,Endometrial Undifferentiated Carcinoma,0.002325505018234253
5964,X-linked Charcot-Marie-Tooth disease,0.0023226141929626465
5965,Dermatopathia pigmentosa reticularis,0.002321183681488037
5966,osteoarthritis,0.0023198723793029785
5967,Angioma serpiginosum,0.0023157894611358643
5968,"Ehlers-Danlos syndrome, progeroid type",0.00231364369392395
5969,Oculocutaneous or ocular albinism,0.0023129284381866455
5970,Saethre-Chotzen syndrome,0.00231248140335083
5971,Yersinia infectious disease,0.0023124516010284424
5972,risky sexual behaviour measurement,0.002312004566192627
5973,Conjunctival vascular anomaly,0.002309828996658325
5974,Diazoxide-resistant focal hyperinsulinism due to SUR1 deficiency,0.0023064911365509033
5975,Inherited ichthyosis syndromic form,0.0023043453693389893
5976,esophageal adenocarcinoma,0.0023042261600494385
5977,Juvenile or adult CACH syndrome,0.0023039579391479492
5978,myositis,0.002301633358001709
5979,"muscular dystrophy, congenital, with cataracts and intellectual disability",0.0023015737533569336
5980,benign soft tissue neoplasm,0.0022999346256256104
5981,Head and Neck Paraganglioma,0.0022998154163360596
5982,non-familial hypertrophic cardiomyopathy,0.002297133207321167
5983,infectious disease,0.0022952258586883545
5984,Qualitative or quantitative defects of fukutin,0.0022949278354644775
5985,Disorder of O-mannosylglycan synthesis,0.002291083335876465
5986,"Primary Cutaneous Diffuse Large B-Cell Lymphoma, Leg Type",0.002288907766342163
5987,"Metaphyseal chondrodysplasia, Schmid type",0.002285569906234741
5988,breast ductal carcinoma in situ,0.002283334732055664
5989,Disorder of neurotransmitter metabolism and transport,0.0022822320461273193
5990,Asperger syndrome,0.0022785961627960205
5991,acute myelomonocytic leukemia,0.002277374267578125
5992,intradermal nevus,0.002273082733154297
5993,FEV change measurement,0.0022714734077453613
5994,age at first birth measurement,0.0022655725479125977
5995,mosquito-borne viral encephalitis,0.00226554274559021
5996,Medium chain acyl-CoA dehydrogenase deficiency,0.002257823944091797
5997,Secondary entropion,0.002252817153930664
5998,Major Salivary Gland Carcinoma ex Pleomorphic Adenoma,0.00225028395652771
5999,retroperitoneal cancer,0.0022478997707366943
6000,immunodeficiency-related disorder,0.0022474825382232666
6001,Osteochondrosis,0.0022421181201934814
6002,Naegeli-Franceschetti-Jadassohn syndrome,0.0022413432598114014
6003,oligoastrocytoma,0.0022396445274353027
6004,methamphetamine-induced psychosis,0.0022369325160980225
6005,Acyl-CoA dehydrogenase deficiency,0.0022320449352264404
6006,benign neoplasm of cornea,0.002230226993560791
6007,Rhizomelic chondrodysplasia punctata type 2,0.002230226993560791
6008,putamen volume,0.0022256076335906982
6009,Autosomal dominant brachyolmia,0.0022251904010772705
6010,appendix carcinoma,0.0022247731685638428
6011,Autosomal recessive hyperinsulinism due to Kir6.2 deficiency,0.002224475145339966
6012,Antihypertensive use measurement,0.0022190213203430176
6013,Musculoskeletal disease with cataract,0.0022186636924743652
6014,Dysplasia in Ulcerative Colitis,0.0022181272506713867
6015,Autosomal dominant hyperinsulinism due to Kir6.2 deficiency,0.002217918634414673
6016,type II diabetes mellitus with acanthosis nigricans,0.002216547727584839
6017,Lens shape anomaly,0.00221368670463562
6018,CARASIL,0.002212703227996826
6019,Deafness - enamel hypoplasia - nail defects,0.002208918333053589
6020,large cell neuroendocrine carcinoma,0.0022054314613342285
6021,scrapie,0.002203822135925293
6022,Costello syndrome,0.0022021830081939697
6023,Microcephalic osteodysplastic primordial dwarfism type II,0.002201765775680542
6024,Hallucinations,0.0022006332874298096
6025,genetic lethal multiple congenital anomalies/dysmorphic syndrome,0.0021969377994537354
6026,Isolated cytochrome C oxidase deficiency,0.002196401357650757
6027,Hypocalcified amelogenesis imperfecta,0.0021959543228149414
6028,peroxisomal disease with epilepsy,0.0021956264972686768
6029,chest pain,0.002185642719268799
6030,splenic disease,0.0021824538707733154
6031,Tietz syndrome,0.0021822452545166016
6032,vitamin B measurement,0.002180039882659912
6033,secondary interstitial lung disease in childhood and adulthood associated with a systemic disease,0.0021790266036987305
6034,central neurocytoma,0.0021785199642181396
6035,hepatocyte growth factor measurement,0.0021763741970062256
6036,polychlorinated biphenyls measurement,0.00217631459236145
6037,Congenital myopathy with excess of thin filaments,0.002175956964492798
6038,gastric cancer,0.0021757781505584717
6039,Combined oxidative phosphorylation defect type 4,0.002175748348236084
6040,"muscular dystrophy-dystroglycanopathy, type C",0.002173900604248047
6041,commensal Bifidobacteriales infectious disease,0.0021737217903137207
6042,indeterminate sex and/or pseudohermaphroditism,0.002169668674468994
6043,Benign Adrenal Gland Pheochromocytoma,0.0021691322326660156
6044,ANE syndrome,0.002169102430343628
6045,hypoalbuminemia,0.0021677017211914062
6046,colorectal tubulovillous adenoma,0.002166658639907837
6047,Spinocerebellar ataxia type 28,0.0021650195121765137
6048,Malignant Adrenal Gland Pheochromocytoma,0.002164185047149658
6049,white matter integrity,0.0021631717681884766
6050,JMP syndrome,0.0021621286869049072
6051,oligodendroglioma,0.0021615922451019287
6052,bulimia nervosa,0.002160996198654175
6053,susceptibility to breast cancer,0.002160698175430298
6054,gestational serum measurement,0.002160191535949707
6055,renal pelvis neoplasm,0.0021601319313049316
6056,Reis-Bücklers corneal dystrophy,0.002159297466278076
6057,tonsil squamous cell carcinoma,0.0021591782569885254
6058,leiomyosarcoma,0.0021589994430541992
6059,Distal spinal muscular atrophy,0.002157449722290039
6060,eunuchism,0.0021567940711975098
6061,Partial deletion of chromosome 16,0.002154618501663208
6062,neurofibroma,0.0021524131298065186
6063,acatalasia,0.0021499693393707275
6064,Intraocular melanoma,0.002148270606994629
6065,Undifferentiated Ovarian Carcinoma,0.002147495746612549
6066,Autosomal recessive metabolic cerebellar ataxia,0.0021377503871917725
6067,ATTRV122I amyloidosis,0.0021374523639678955
6068,Low alkaline phosphatase,0.0021363794803619385
6069,Metanephric Adenoma,0.0021363794803619385
6070,coronary stenosis,0.002135664224624634
6071,Gonadal Teratoma,0.0021354854106903076
6072,carcinoma,0.00213506817817688
6073,atopic eczema,0.002134948968887329
6074,response to reverse transcriptase inhibitor,0.0021343231201171875
6075,facial pain,0.0021342933177948
6076,Disorder of biogenic amine metabolism and transport,0.002133488655090332
6077,Progressive osseous heteroplasia,0.0021332502365112305
6078,Ovarioleukodystrophy,0.0021318793296813965
6079,dislocation,0.002131134271621704
6080,"46,XY disorder of sex development due to testosterone synthesis defect",0.002127707004547119
6081,Spinocerebellar ataxia type 31,0.002125382423400879
6082,Flexion contracture,0.002124398946762085
6083,hypoxemia,0.0021240413188934326
6084,appendiceal neoplasm,0.002122431993484497
6085,"Acromesomelic dysplasia, Maroteaux type",0.002122431993484497
6086,Amelo-cerebro-hypohidrotic syndrome,0.0021217763423919678
6087,peptic esophagitis,0.002119302749633789
6088,dyslexia,0.0021166205406188965
6089,Intestinal disease due to vitamin absorption anomaly,0.0021160244941711426
6090,Thiel-Behnke corneal dystrophy,0.0021155178546905518
6091,secondary interstitial lung disease specific to childhood associated with a metabolic disease,0.0021136701107025146
6092,"Adult-onset proximal spinal muscular atrophy, autosomal dominant",0.0021129846572875977
6093,Eyebrow/eyelashes structural anomaly,0.002110213041305542
6094,Multiple epiphyseal dysplasia type 1,0.002109616994857788
6095,Genetic posterior fossa malformation,0.0021047592163085938
6096,proto-oncogene tyrosine-protein kinase receptor Ret measurement,0.0021026432514190674
6097,Trichomegaly - retina pigmentary degeneration - dwarfism,0.0021017789840698242
6098,nose morphology measurement,0.002099931240081787
6099,bronchoalveolar adenocarcinoma,0.0020981431007385254
6100,myocardial infarction,0.0020976662635803223
6101,nail disease,0.002097219228744507
6102,Abnormally lax or hyperextensible skin,0.002096116542816162
6103,vulvar carcinoma,0.002094477415084839
6104,Genetic congenital limb malformation,0.002094089984893799
6105,eye adnexa disease,0.0020924806594848633
6106,Autosomal dominant hyperinsulinism due to SUR1 deficiency,0.002092212438583374
6107,cholangiocarcinoma,0.002091914415359497
6108,Parotid Gland Squamous Cell Carcinoma,0.002088218927383423
6109,Intrahepatic cholestasis of pregnancy,0.002086132764816284
6110,Gräsbeck-Imerslund disease,0.002084493637084961
6111,Cree leukoencephalopathy,0.002080470323562622
6112,asbestosis,0.0020788908004760742
6113,Mitochondrial DNA maintenance syndrome,0.002076178789138794
6114,Branchio-oculo-facial syndrome,0.002075880765914917
6115,Syndromic anorectal malformation,0.002072364091873169
6116,brainstem neoplasm,0.002069830894470215
6117,conjunctival vascular disease,0.0020697712898254395
6118,kidney benign neoplasm,0.0020617246627807617
6119,simple vascular malformation,0.0020598769187927246
6120,Brachydactyly type B,0.002059757709503174
6121,Posterior column ataxia - retinitis pigmentosa,0.0020579397678375244
6122,intussusception,0.002057313919067383
6123,viral encephalitis,0.0020536184310913086
6124,ovarian neuroendocrine neoplasm,0.0020529627799987793
6125,congenital disorder of glycosylation type II,0.0020507872104644775
6126,Parotid Gland Pleomorphic Adenoma,0.0020498931407928467
6127,vaginal carcinoma,0.0020467936992645264
6128,malaria,0.0020464062690734863
6129,Blount disease,0.0020460188388824463
6130,Fallot complex - intellectual disability - growth delay,0.0020425915718078613
6131,Dopa-responsive dystonia due to sepiapterin reductase deficiency,0.0020408928394317627
6132,Autosomal recessive hereditary demyelinating motor and sensory neuropathy,0.0020408034324645996
6133,rare breast malformation,0.002040684223175049
6134,Dyssegmental dysplasia - glaucoma,0.002039015293121338
6135,ureter neoplasm,0.0020371079444885254
6136,Cap myopathy,0.002036541700363159
6137,Qualitative or quantitative defects of protein O-mannosyltransferase 1,0.0020360350608825684
6138,Autosomal recessive hyperinsulinism due to SUR1 deficiency,0.0020335018634796143
6139,pleomorphic liposarcoma,0.0020281970500946045
6140,fibromatosis,0.0020257234573364258
6141,X-linked recessive optic atrophy,0.002025693655014038
6142,infective vaginitis,0.0020245015621185303
6143,Multiple epiphyseal dysplasia and pseudoachondroplasia,0.0020239651203155518
6144,acquired peripheral neuropathy,0.002022385597229004
6145,multiple congenital anomalies/dysmorphic syndrome,0.0020200908184051514
6146,SSR4-CDG,0.0020176470279693604
6147,Prolidase deficiency,0.0020158588886260986
6148,small cell sarcoma,0.00201454758644104
6149,Hypochondroplasia,0.002013683319091797
6150,Neurodegenerative syndrome due to cerebral folate transport deficiency,0.0020116567611694336
6151,ACTH-Producing Pituitary Gland Adenoma,0.0020113885402679443
6152,genotype effect measurement,0.0020099282264709473
6153,Lymphedema - distichiasis,0.002007216215133667
6154,pituitary cancer,0.0020051300525665283
6155,memory impairment,0.00200498104095459
6156,Craniosynostosis - anal anomalies - porokeratosis,0.002001434564590454
6157,drug-induced hepatitis,0.002000778913497925
6158,angiogenin measurement,0.0019995272159576416
6159,Thyroid Gland Oncocytic Follicular Carcinoma,0.0019983649253845215
6160,Multiple osteochondromas,0.001997619867324829
6161,hemolysis,0.0019975602626800537
6162,Disorder of mitochondrial fatty acid oxidation,0.001996636390686035
6163,seborrheic dermatitis,0.001996368169784546
6164,"Qualitative or quantitative defects of protein O-mannose beta1,2N-acetylglucosaminyltransferase",0.001996070146560669
6165,Familial digital arthropathy-brachydactyly,0.001994222402572632
6166,L-ferritin deficiency,0.001993536949157715
6167,Cerebral disease with cataract,0.0019834041595458984
6168,large cell medulloblastoma,0.0019809603691101074
6169,Anomaly of the secretory and excretory apparatus of the lacrimal system,0.001978278160095215
6170,anencephaly,0.0019778013229370117
6171,Juvenile Xanthogranuloma,0.0019771158695220947
6172,Adrenomyeloneuropathy,0.0019767582416534424
6173,Fowler syndrome,0.001974165439605713
6174,Granular corneal dystrophy type I,0.001973569393157959
6175,"Spondyloepimetaphyseal dysplasia, Shohat type",0.001971334218978882
6176,small intestinal neuroendocrine tumor G1,0.001970261335372925
6177,congenital limb malformation,0.001969277858734131
6178,malignant renal pelvis neoplasm,0.0019677579402923584
6179,infratentorial cancer,0.001967012882232666
6180,Abnormality of neuronal migration,0.0019646286964416504
6181,rare genetic odontal or periodontal disorder,0.0019614994525909424
6182,developmental disability,0.0019611120223999023
6183,Autosomal dominant primary hypomagnesemia with hypocalciuria,0.001956254243850708
6184,Genetic neurodegenerative disease with dementia,0.001954019069671631
6185,lip and oral cavity squamous cell carcinoma,0.0019495487213134766
6186,Spinocerebellar ataxia type 30,0.001948624849319458
6187,metabolic syndrome,0.0019466876983642578
6188,"Non-syndromic polydactyly, syndactyly and/or hyperphalangy",0.0019466280937194824
6189,Rare disorder with hypergonadotropic hypogonadism,0.0019454360008239746
6190,PMM2-CDG,0.0019380450248718262
6191,Mitochondrial trifunctional protein deficiency,0.0019367337226867676
6192,cellular process,0.0019367337226867676
6193,desmoid tumor,0.001934647560119629
6194,Exercise-induced hyperinsulinism,0.0019343793392181396
6195,Chondrodysplasia - disorder of sex development,0.0019328296184539795
6196,Palpebral tumor,0.0019308924674987793
6197,Primary intestinal lymphangiectasia,0.0019302666187286377
6198,mitochondrial DNA depletion syndrome 14 (cardioencephalomyopathic type),0.0019287467002868652
6199,Otomandibular dysplasia,0.001928091049194336
6200,Thanatophoric dysplasia type 2,0.001926511526107788
6201,Fragile X-associated tremor/ataxia syndrome,0.0019249916076660156
6202,prostatitis,0.0019208192825317383
6203,perceptual disorders,0.0019207000732421875
6204,Syndromic diarrhea,0.0019202828407287598
6205,Congenital or early infantile CACH syndrome,0.0019130706787109375
6206,"Short rib-polydactyly syndrome, Saldino-Noonan type",0.001911938190460205
6207,stroke,0.0019102394580841064
6208,Freeman-Sheldon syndrome,0.001909404993057251
6209,leptomeningeal metastasis,0.001907944679260254
6210,mixed dermis disorder,0.0019074678421020508
6211,primary bacterial infectious disease,0.0019043982028961182
6212,Native American myopathy,0.0018972158432006836
6213,Syndromic orbital border hypoplasia,0.0018957853317260742
6214,virologic response measurement,0.0018954873085021973
6215,Lisch nodules,0.001894623041152954
6216,rare tumor of salivary glands,0.0018922388553619385
6217,epidermal appendage anomaly,0.0018905401229858398
6218,benign neoplasm of peripheral nervous system,0.0018877387046813965
6219,Diazoxide-resistant focal hyperinsulinism due to Kir6.2 deficiency,0.0018868744373321533
6220,primary interstitial lung disease specific to childhood due to alveolar vascular disorder,0.0018855929374694824
6221,Hemophilia B,0.0018833279609680176
6222,CODAS syndrome,0.001879870891571045
6223,syndromic intellectual disability,0.001875549554824829
6224,Colorectal Squamous Cell Carcinoma,0.001874089241027832
6225,peritonitis,0.001873016357421875
6226,benign neoplasm of eye,0.0018721222877502441
6227,adenoid cystic carcinoma,0.0018720030784606934
6228,Thanatophoric dysplasia type 1,0.0018698573112487793
6229,Holoprosencephaly - craniosynostosis,0.00186958909034729
6230,Autosomal dominant hypophosphatemic rickets,0.001869112253189087
6231,ALG8-CDG,0.0018658936023712158
6232,6-pyruvoyl-tetrahydropterin synthase deficiency,0.0018645226955413818
6233,invasive breast ductal carcinoma,0.001863628625869751
6234,Type 2 collagen-related bone disorder,0.0018620193004608154
6235,Distal hereditary motor neuropathy,0.0018618404865264893
6236,Microcystic corneal dystrophy,0.001861661672592163
6237,"Syndrome with limb duplication, polydactyly, syndactyly, and/or hyperphalangy",0.0018565058708190918
6238,primary interstitial lung disease in childhood and adulthood,0.0018564164638519287
6239,Isolated Pierre Robin syndrome,0.0018560290336608887
6240,Conjunctival lymphangiectasia,0.0018543899059295654
6241,benign urinary system neoplasm,0.0018531084060668945
6242,Bruck syndrome,0.0018520355224609375
6243,GM1 gangliosidosis type 3,0.0018506646156311035
6244,Oligodontia,0.0018487274646759033
6245,Split hand or/and split foot malformation,0.0018481016159057617
6246,Ptosis,0.0018464624881744385
6247,Spinocerebellar ataxia type 19/22,0.0018461942672729492
6248,Brachyolmia,0.0018458068370819092
6249,Aicardi syndrome,0.0018451511859893799
6250,Benign Ovarian Mucinous Tumor,0.0018429756164550781
6251,Ankyloblepharon - ectodermal defects - cleft lip/palate,0.0018429160118103027
6252,microcephalic osteodysplastic primordial dwarfism,0.0018423795700073242
